Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Machine readable,Non-proprietary,Download options,Metadata available,Terms of use,Overall score
2022,"Southern Africa","AFZ","Botswana","BWA","Resource use",1,0.5,0.5,0.5,-,0,1,0.5,0.5,1,5.5
2022,"Southern Africa","AFZ","Botswana","BWA","Energy",0,0,0,-,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Botswana","BWA","Pollution",0,0,0,0,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Botswana","BWA","Built environment",1,0.5,0,0,0,0,1,0.5,0.5,1,4.5
2022,"Southern Africa","AFZ","Botswana","BWA","All Categories",15.5,12,12.5,4.5,3.5,6.5,20,11,10,18,113.5
2022,"Southern Africa","AFZ","Lesotho","LSO","Population & vital statistics",1,1,0.5,1,0,0,1,0.5,0.5,0,5.5
2022,"Southern Africa","AFZ","Lesotho","LSO","Education facilities",0.5,0.5,0.5,0.5,0,0,1,0,0.5,0,3.5
2022,"Southern Africa","AFZ","Lesotho","LSO","Education outcomes",0.5,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0,4.5
2022,"Southern Africa","AFZ","Lesotho","LSO","Health facilities",0,0,0,0,0,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Lesotho","LSO","Health outcomes",0.5,0.5,0,0.5,0,1,1,0.5,0.5,0,4.5
2022,"Southern Africa","AFZ","Lesotho","LSO","Reproductive health",1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,5
2022,"Southern Africa","AFZ","Lesotho","LSO","Food security & nutrition",1,0.5,0,0.5,-,0.5,1,0.5,0.5,0,5
2022,"Southern Africa","AFZ","Lesotho","LSO","Gender statistics",0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,4.5
2022,"Southern Africa","AFZ","Lesotho","LSO","Crime & justice",0.5,0.5,0.5,0.5,0,0,1,0,1,0,4
2022,"Southern Africa","AFZ","Lesotho","LSO","Poverty & income",1,0.5,0,1,0,0,1,0.5,0.5,0,4.5
2022,"Southern Africa","AFZ","Lesotho","LSO","National accounts",0.5,0.5,0.5,0,-,1,1,0.5,0.5,0,5
2022,"Southern Africa","AFZ","Lesotho","LSO","Labor",1,0.5,0,0.5,0,0,1,0.5,0.5,0,4
2022,"Southern Africa","AFZ","Lesotho","LSO","Price indexes",0.5,0.5,0.5,0,-,1,1,1,1,0,5.5
2022,"Southern Africa","AFZ","Lesotho","LSO","Government finance",0,0,0,0,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Lesotho","LSO","Money & banking",0,0,0,-,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Lesotho","LSO","International trade",0.5,0.5,0.5,-,-,0.5,1,0.5,0.5,0,5
2022,"Southern Africa","AFZ","Lesotho","LSO","Balance of payments",0.5,0.5,0.5,-,-,1,1,1,0.5,1,6
2022,"Southern Africa","AFZ","Lesotho","LSO","Agriculture and land use",0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,4.5
2022,"Southern Africa","AFZ","Lesotho","LSO","Resource use",0.5,0.5,0.5,0,-,0,1,0,0.5,0,3.5
2022,"Southern Africa","AFZ","Lesotho","LSO","Energy",0,0,0,-,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Lesotho","LSO","Pollution",0.5,0.5,0,0.5,-,0,1,0.5,0.5,0,3.5
2022,"Southern Africa","AFZ","Lesotho","LSO","Built environment",1,0.5,0.5,1,0,0.5,1,0,0.5,0,5
2022,"Southern Africa","AFZ","Lesotho","LSO","All Categories",12,9.5,6.5,8.5,2.5,7,18,8,10,1,83
2022,"Southern Africa","AFZ","Namibia","NAM","Population & vital statistics",1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,5.5
2022,"Southern Africa","AFZ","Namibia","NAM","Education facilities",0.5,0.5,0.5,0.5,0,0,1,0.5,0.5,0,4
2022,"Southern Africa","AFZ","Namibia","NAM","Education outcomes",0,0,0,0,0,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Namibia","NAM","Health facilities",0.5,0,0,0.5,0,0,1,0.5,0.5,0,3
2022,"Southern Africa","AFZ","Namibia","NAM","Health outcomes",0.5,0,0.5,0,0,0,1,0.5,0.5,0,3
2022,"Southern Africa","AFZ","Namibia","NAM","Reproductive health",1,0,0,0,0,0,1,0.5,0.5,0,3
2022,"Southern Africa","AFZ","Namibia","NAM","Food security & nutrition",1,0,0.5,0,-,0,1,0.5,0.5,0,3.5
2022,"Southern Africa","AFZ","Namibia","NAM","Gender statistics",0.5,0.5,0.5,0,0,0,1,0.5,0.5,0,3.5
2022,"Southern Africa","AFZ","Namibia","NAM","Crime & justice",0.5,0,0,0,0,0,1,0.5,0.5,0,2.5
2022,"Southern Africa","AFZ","Namibia","NAM","Poverty & income",1,0.5,0,0,0,0.5,1,0.5,0.5,0,4
2022,"Southern Africa","AFZ","Namibia","NAM","National accounts",1,0.5,0.5,0,-,1,1,0.5,0.5,0.5,6
2022,"Southern Africa","AFZ","Namibia","NAM","Labor",1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,5
2022,"Southern Africa","AFZ","Namibia","NAM","Price indexes",0.5,0.5,0.5,0,-,1,1,1,0.5,1,6
2022,"Southern Africa","AFZ","Namibia","NAM","Government finance",0,0,0,0,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Namibia","NAM","Money & banking",1,1,1,-,-,0,1,0,0.5,0,5.5
2022,"Southern Africa","AFZ","Namibia","NAM","International trade",1,1,1,-,-,0.5,1,0,0.5,0,6
2022,"Southern Africa","AFZ","Namibia","NAM","Balance of payments",1,1,1,-,-,1,1,0.5,0.5,0,7
2022,"Southern Africa","AFZ","Namibia","NAM","Agriculture and land use",0.5,0.5,0.5,0,0,0,1,0,0.5,0,3
2022,"Southern Africa","AFZ","Namibia","NAM","Resource use",0.5,0.5,0.5,0.5,-,0,1,0,0.5,0,4
2022,"Southern Africa","AFZ","Namibia","NAM","Energy",0,0,0,-,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Namibia","NAM","Pollution",0.5,0,0.5,0,-,0,1,0.5,0.5,0,3
2022,"Southern Africa","AFZ","Namibia","NAM","Built environment",1,0,0,1,0,0,1,0.5,0.5,0,4
2022,"Southern Africa","AFZ","Namibia","NAM","All Categories",14.5,7.5,8.5,5,2.5,5,19,8,9.5,2,81.5
2022,"Southern Africa","AFZ","South Africa","ZAF","Population & vital statistics",1,0.5,1,0.5,0.5,0,1,0.5,1,1,7
2022,"Southern Africa","AFZ","South Africa","ZAF","Education facilities",0.5,0.5,0.5,0,0,0,1,0.5,0.5,1,4.5
2022,"Southern Africa","AFZ","South Africa","ZAF","Education outcomes",0.5,0,0,0.5,0,0,1,0.5,0.5,1,4
2022,"Southern Africa","AFZ","South Africa","ZAF","Health facilities",0,0,0,0,0,0,0,0,0,0,0
2022,"Southern Africa","AFZ","South Africa","ZAF","Health outcomes",1,0.5,0.5,0.5,0,0,1,0.5,0.5,1,5.5
2022,"Southern Africa","AFZ","South Africa","ZAF","Reproductive health",0.5,0.5,0.5,0.5,0,0,1,0.5,0.5,1,5
2022,"Southern Africa","AFZ","South Africa","ZAF","Food security & nutrition",1,0.5,0.5,0.5,-,0,1,0.5,0.5,1,5.5
2022,"Southern Africa","AFZ","South Africa","ZAF","Gender statistics",0.5,0.5,0,0.5,0,0.5,1,0.5,0.5,0.5,4.5
2022,"Southern Africa","AFZ","South Africa","ZAF","Crime & justice",0.5,0.5,0.5,0,0,0,1,0.5,0.5,0.5,4
2022,"Southern Africa","AFZ","South Africa","ZAF","Poverty & income",1,0,0,0,0,0,1,0.5,0.5,1,4
2022,"Southern Africa","AFZ","South Africa","ZAF","National accounts",1,1,1,0,-,1,1,0.5,1,1,8
2022,"Southern Africa","AFZ","South Africa","ZAF","Labor",1,1,1,0.5,0,1,1,0.5,1,1,8
2022,"Southern Africa","AFZ","South Africa","ZAF","Price indexes",1,1,1,1,-,1,1,0.5,0,1,8
2022,"Southern Africa","AFZ","South Africa","ZAF","Government finance",1,1,1,0,-,1,1,0,1,1,7.5
2022,"Southern Africa","AFZ","South Africa","ZAF","Money & banking",0,0,0,-,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","South Africa","ZAF","International trade",1,1,1,-,-,0.5,1,0,0.5,1,7
2022,"Southern Africa","AFZ","South Africa","ZAF","Balance of payments",0,0,0,-,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","South Africa","ZAF","Agriculture and land use",1,0.5,0.5,0.5,0,0,1,0,0.5,1,5
2022,"Southern Africa","AFZ","South Africa","ZAF","Resource use",0.5,0.5,0.5,0,-,1,1,0,0.5,1,5.5
2022,"Southern Africa","AFZ","South Africa","ZAF","Energy",1,0,0,-,-,1,1,0.5,1,1,6.5
2022,"Southern Africa","AFZ","South Africa","ZAF","Pollution",0.5,0,0,0,-,0,1,0.5,0,1,3
2022,"Southern Africa","AFZ","South Africa","ZAF","Built environment",1,1,1,0.5,0,0,1,0.5,1,1,7
2022,"Southern Africa","AFZ","South Africa","ZAF","All Categories",15.5,10.5,10.5,6.5,3.5,7,19,7.5,11.5,18,109.5
2022,"Southern Africa","AFZ","Eswatini","SWZ","Population & vital statistics",0.5,0.5,0.5,0.5,0,0,1,0.5,0.5,0,4
2022,"Southern Africa","AFZ","Eswatini","SWZ","Education facilities",0,0,0,0,0,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","Education outcomes",0,0,0,0,0,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","Health facilities",0,0,0,0,0,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","Health outcomes",0.5,0,0,0,0,0,1,0.5,0.5,0,2.5
2022,"Southern Africa","AFZ","Eswatini","SWZ","Reproductive health",0.5,0.5,0,0,0,0,1,0.5,0.5,0,3
2022,"Southern Africa","AFZ","Eswatini","SWZ","Food security & nutrition",0.5,0,0,0,-,0,1,0.5,0.5,0,3
2022,"Southern Africa","AFZ","Eswatini","SWZ","Gender statistics",0.5,0.5,0,0.5,0,0,1,0.5,0.5,0,3.5
2022,"Southern Africa","AFZ","Eswatini","SWZ","Crime & justice",0,0,0,0,0,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","Poverty & income",0,0,0,0,0,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","National accounts",0.5,0.5,0.5,0,-,0,1,0.5,0.5,0,3.5
2022,"Southern Africa","AFZ","Eswatini","SWZ","Labor",0.5,0.5,0,0.5,0,0,1,0.5,0.5,0,3.5
2022,"Southern Africa","AFZ","Eswatini","SWZ","Price indexes",0.5,0.5,0.5,0,-,0,1,0.5,0.5,0,3.5
2022,"Southern Africa","AFZ","Eswatini","SWZ","Government finance",1,1,0.5,0,-,0,1,0.5,0.5,0,5
2022,"Southern Africa","AFZ","Eswatini","SWZ","Money & banking",0,0,0,-,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","International trade",0,0,0,-,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","Balance of payments",0,0,0,-,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","Agriculture and land use",0,0,0,0,0,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","Resource use",0,0,0,0,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","Energy",0,0,0,-,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","Pollution",0,0,0,0,-,0,0,0,0,0,0
2022,"Southern Africa","AFZ","Eswatini","SWZ","Built environment",1,0,0,0,0,0,1,0.5,0.5,0,3
2022,"Southern Africa","AFZ","Eswatini","SWZ","All Categories",6,4,2,1.5,1,0,10,5,5,0,34.5
2022,"Western Africa","AFW","Benin","BEN","Population & vital statistics",1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,6.5
2022,"Western Africa","AFW","Benin","BEN","Education facilities",0.5,0.5,0.5,0,0,1,1,0.5,0.5,0.5,5
2022,"Western Africa","AFW","Benin","BEN","Education outcomes",0.5,0.5,0.5,0,0,1,1,0.5,0.5,1,5.5
2022,"Western Africa","AFW","Benin","BEN","Health facilities",1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,6.5
2022,"Western Africa","AFW","Benin","BEN","Health outcomes",0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,5
2022,"Western Africa","AFW","Benin","BEN","Reproductive health",1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,5.5
2022,"Western Africa","AFW","Benin","BEN","Food security & nutrition",1,0.5,0,0,-,0.5,1,0.5,0.5,0.5,5
2022,"Western Africa","AFW","Benin","BEN","Gender statistics",0.5,0.5,0.5,0,0,0.5,1,0.5,0.5,0.5,4.5
2022,"Western Africa","AFW","Benin","BEN","Crime & justice",0.5,0,0.5,0.5,0,1,1,1,0.5,0,5
2022,"Western Africa","AFW","Benin","BEN","Poverty & income",1,0.5,0,1,0,0,1,0.5,0.5,1,5.5
2022,"Western Africa","AFW","Benin","BEN","National accounts",0.5,0.5,0.5,0,-,0.5,1,0.5,0.5,1,5
2022,"Western Africa","AFW","Benin","BEN","Labor",1,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,4
2022,"Western Africa","AFW","Benin","BEN","Price indexes",1,1,1,0,-,0,0.5,0.5,0.5,1,6
2022,"Western Africa","AFW","Benin","BEN","Government finance",1,1,0.5,0,-,0,1,0,0.5,0,4.5
2022,"Western Africa","AFW","Benin","BEN","Money & banking",0.5,0.5,0.5,-,-,1,1,1,0.5,0,5
2022,"Western Africa","AFW","Benin","BEN","International trade",1,1,1,-,-,0.5,1,0,0.5,1,7
2022,"Western Africa","AFW","Benin","BEN","Balance of payments",1,1,1,-,-,1,1,0.5,0.5,0,7
2022,"Western Africa","AFW","Benin","BEN","Agriculture and land use",0.5,0,0,0,0,1,1,1,0.5,0,4
2022,"Western Africa","AFW","Benin","BEN","Resource use",0.5,0,0.5,0.5,-,1,1,1,0.5,0,5.5
2022,"Western Africa","AFW","Benin","BEN","Energy",0.5,0,0.5,-,-,1,1,1,0.5,0,4.5
2022,"Western Africa","AFW","Benin","BEN","Pollution",0,0,0,0,-,0,0,0,0,0,0
2022,"Western Africa","AFW","Benin","BEN","Built environment",1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,5.5
2022,"Western Africa","AFW","Benin","BEN","All Categories",16,10.5,9.5,6,4.5,13.5,19.5,12,10.5,10,112
2022,"Western Africa","AFW","Burkina Faso","BFA","Population & vital statistics",0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,5
2022,"Western Africa","AFW","Burkina Faso","BFA","Education facilities",1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,5
2022,"Western Africa","AFW","Burkina Faso","BFA","Education outcomes",0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","Burkina Faso","BFA","Health facilities",1,0.5,0.5,0.5,0,1,1,0.5,0.5,0,5.5
2022,"Western Africa","AFW","Burkina Faso","BFA","Health outcomes",0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","Burkina Faso","BFA","Reproductive health",0,0,0,0,0,0.5,1,0.5,0.5,0,2.5
2022,"Western Africa","AFW","Burkina Faso","BFA","Food security & nutrition",0.5,0.5,0.5,0.5,-,0.5,1,0.5,0.5,0,5
2022,"Western Africa","AFW","Burkina Faso","BFA","Gender statistics",0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","Burkina Faso","BFA","Crime & justice",1,0.5,1,0,0,1,1,0.5,0.5,0,5.5
2022,"Western Africa","AFW","Burkina Faso","BFA","Poverty & income",0.5,0.5,0,0.5,0,1,1,1,0.5,0,5
2022,"Western Africa","AFW","Burkina Faso","BFA","National accounts",0.5,0.5,0.5,0,-,1,1,0.5,0.5,0,5
2022,"Western Africa","AFW","Burkina Faso","BFA","Labor",0.5,0,0,0,0,1,1,1,0.5,0,4
2022,"Western Africa","AFW","Burkina Faso","BFA","Price indexes",1,1,0.5,0,-,1,1,1,0.5,0,6.5
2022,"Western Africa","AFW","Burkina Faso","BFA","Government finance",1,1,0.5,0,-,1,1,0.5,0.5,0,6
2022,"Western Africa","AFW","Burkina Faso","BFA","Money & banking",1,1,0.5,-,-,0.5,1,0.5,0.5,0,6
2022,"Western Africa","AFW","Burkina Faso","BFA","International trade",0.5,0.5,0.5,-,-,1,1,1,0.5,0,6
2022,"Western Africa","AFW","Burkina Faso","BFA","Balance of payments",1,1,1,-,-,1,1,1,0.5,1,8.5
2022,"Western Africa","AFW","Burkina Faso","BFA","Agriculture and land use",0.5,0.5,0.5,0.5,0,1,1,0.5,0.5,0,5
2022,"Western Africa","AFW","Burkina Faso","BFA","Resource use",0.5,0.5,0.5,0,-,1,1,1,0.5,0,5.5
2022,"Western Africa","AFW","Burkina Faso","BFA","Energy",0,0,0,-,-,0,0,0,0,0,0
2022,"Western Africa","AFW","Burkina Faso","BFA","Pollution",0.5,0.5,0.5,0,-,1,1,1,0.5,0,5
2022,"Western Africa","AFW","Burkina Faso","BFA","Built environment",0.5,0.5,0,0.5,0,0.5,1,0.5,0.5,0,4
2022,"Western Africa","AFW","Burkina Faso","BFA","All Categories",13.5,11.5,9.5,6.5,4.5,16.5,21,14,10.5,1,108.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Population & vital statistics",1,1,1,1,0,1,0.5,0.5,0.5,0,6.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Education facilities",0.5,0.5,0.5,0,0,0,1,0,1,0,3.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Education outcomes",0,0,0,0,0,0,1,0,1,0,2
2022,"Western Africa","AFW","Cabo Verde","CPV","Health facilities",1,0.5,0.5,0.5,0,0,1,0,1,0,4.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Health outcomes",0.5,0.5,0.5,0.5,0,0,1,0,0.5,0,3.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Reproductive health",0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Food security & nutrition",0.5,0,0,0.5,-,0,1,0.5,1,0,4
2022,"Western Africa","AFW","Cabo Verde","CPV","Gender statistics",0.5,0,0.5,0,0,1,1,1,1,0,5
2022,"Western Africa","AFW","Cabo Verde","CPV","Crime & justice",0,0,0,0,0,1,0,0.5,0.5,0,2
2022,"Western Africa","AFW","Cabo Verde","CPV","Poverty & income",0.5,0,0,0,0,1,1,1,0.5,0,4
2022,"Western Africa","AFW","Cabo Verde","CPV","National accounts",1,1,1,0.5,-,1,0.5,0.5,0.5,0,6
2022,"Western Africa","AFW","Cabo Verde","CPV","Labor",1,1,1,0,0,1,1,0.5,0.5,0,6
2022,"Western Africa","AFW","Cabo Verde","CPV","Price indexes",0.5,0.5,0.5,0,-,1,1,1,1,0,5.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Government finance",1,1,1,0,-,1,0,0.5,0.5,0,5.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Money & banking",1,1,1,-,-,1,1,1,0.5,0,7.5
2022,"Western Africa","AFW","Cabo Verde","CPV","International trade",1,1,1,-,-,1,1,1,0.5,0,7.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Balance of payments",1,1,1,-,-,1,1,1,0.5,0,7.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Agriculture and land use",0.5,0.5,0.5,0.5,0,0,1,0.5,0.5,0,4
2022,"Western Africa","AFW","Cabo Verde","CPV","Resource use",0.5,0.5,0.5,0,-,0,1,0,0.5,0,3.5
2022,"Western Africa","AFW","Cabo Verde","CPV","Energy",0,0,0,-,-,0,0,0,0,0,0
2022,"Western Africa","AFW","Cabo Verde","CPV","Pollution",0,0,0,0,-,0,0,0,0,0,0
2022,"Western Africa","AFW","Cabo Verde","CPV","Built environment",1,1,1,1,0,0,1,0,0.5,0,5.5
2022,"Western Africa","AFW","Cabo Verde","CPV","All Categories",13.5,11.5,12,6.5,3,11.5,17,10,13,0,98
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Population & vital statistics",0,0,0,0,0,0.5,1,0.5,0.5,0,2.5
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Education facilities",0,0,0,0,0,0,0,0,0,0,0
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Education outcomes",0,0,0,0,0,0,0,0,0,0,0
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Health facilities",0,0,0,0,0,0,0,0,0,0,0
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Health outcomes",1,0,0,0,0,0,1,0.5,0.5,0,3
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Reproductive health",1,0,0,0,0,0,1,0.5,0.5,0,3
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Food security & nutrition",1,0,0,0,-,0,1,0,0.5,0,3
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Gender statistics",0.5,0,0,0,0,0,1,0.5,0.5,0,2.5
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Crime & justice",0,0,0,0,0,0,0,0,0,0,0
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Poverty & income",1,0,0,1,0,0,1,0.5,0.5,0,4
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","National accounts",0.5,0.5,0.5,0,-,0,1,0,0,0,3
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Labor",1,0,0,0,0,0,1,0.5,0.5,0,3
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Price indexes",0.5,0.5,0,0,-,0,1,0.5,0.5,0,3
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Government finance",0,0,0,0,-,0,0,0,0,0,0
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Money & banking",0,0,0,-,-,0,0,0,0,0,0
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","International trade",0.5,0,0.5,-,-,1,1,0.5,0.5,0,5
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Balance of payments",0,0,0,-,-,0,0,0,0,0,0
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Agriculture and land use",0.5,0,0.5,0,0,0,1,0,0.5,0,2.5
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Resource use",0.5,0,0.5,0,-,0,1,0,0.5,0,3
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Energy",0.5,0,0.5,-,-,0,1,0.5,0.5,0,4
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Pollution",0,0,0,0,-,0,0,0,0,0,0
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","Built environment",1,0,0,0,0,0,1,0,0.5,0,2.5
2022,"Western Africa","AFW","Cote d'Ivoire","CIV","All Categories",9.5,1,2.5,2,2.5,1.5,14,4.5,6.5,0,44
2022,"Western Africa","AFW","The Gambia","GMB","Population & vital statistics",1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,6
2022,"Western Africa","AFW","The Gambia","GMB","Education facilities",0.5,0.5,0.5,0,0.5,0.5,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","The Gambia","GMB","Education outcomes",0.5,0.5,0.5,0,0.5,0.5,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","The Gambia","GMB","Health facilities",1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,5
2022,"Western Africa","AFW","The Gambia","GMB","Health outcomes",0.5,0.5,0.5,0.5,0,0.5,1,0,0.5,0,4
2022,"Western Africa","AFW","The Gambia","GMB","Reproductive health",0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","The Gambia","GMB","Food security & nutrition",1,0.5,0.5,0,-,0.5,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","The Gambia","GMB","Gender statistics",0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","The Gambia","GMB","Crime & justice",0,0,0,0,0,0,0,0,0,0,0
2022,"Western Africa","AFW","The Gambia","GMB","Poverty & income",0.5,0,0,0.5,0.5,1,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","The Gambia","GMB","National accounts",0.5,0.5,0.5,0,-,1,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","The Gambia","GMB","Labor",1,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0,5
2022,"Western Africa","AFW","The Gambia","GMB","Price indexes",1,1,1,0,-,1,1,1,1,1,8.5
2022,"Western Africa","AFW","The Gambia","GMB","Government finance",1,1,1,0,-,1,1,1,1,0,7.5
2022,"Western Africa","AFW","The Gambia","GMB","Money & banking",1,1,1,-,-,1,1,1,0.5,0,7.5
2022,"Western Africa","AFW","The Gambia","GMB","International trade",0.5,0.5,0.5,-,-,0,1,0,0.5,0,4
2022,"Western Africa","AFW","The Gambia","GMB","Balance of payments",1,1,1,-,-,1,1,1,1,0,8
2022,"Western Africa","AFW","The Gambia","GMB","Agriculture and land use",0.5,0,0.5,0,0,1,1,0,0.5,0,3.5
2022,"Western Africa","AFW","The Gambia","GMB","Resource use",0.5,0,0.5,0,-,1,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","The Gambia","GMB","Energy",0,0,0,-,-,0,0,0,0,0,0
2022,"Western Africa","AFW","The Gambia","GMB","Pollution",0,0,0,0,-,0,0,0,0,0,0
2022,"Western Africa","AFW","The Gambia","GMB","Built environment",1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,5.5
2022,"Western Africa","AFW","The Gambia","GMB","All Categories",14,10,11,5.5,6,13,19,9.5,11,1.5,100.5
2022,"Western Africa","AFW","Ghana","GHA","Population & vital statistics",0.5,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0,4.5
2022,"Western Africa","AFW","Ghana","GHA","Education facilities",0.5,0,0.5,0.5,0,0,1,0,0.5,0,3
2022,"Western Africa","AFW","Ghana","GHA","Education outcomes",0.5,0.5,0.5,0.5,0,0,1,0.5,0.5,0,4
2022,"Western Africa","AFW","Ghana","GHA","Health facilities",0.5,0,0.5,0.5,0,0,1,0,0.5,0,3
2022,"Western Africa","AFW","Ghana","GHA","Health outcomes",1,0.5,0.5,1,0,0,1,0,0.5,0,4.5
2022,"Western Africa","AFW","Ghana","GHA","Reproductive health",1,0.5,0.5,1,0,0,1,0,0.5,0,4.5
2022,"Western Africa","AFW","Ghana","GHA","Food security & nutrition",1,0.5,0,1,-,0.5,1,0.5,0.5,0,5.5
2022,"Western Africa","AFW","Ghana","GHA","Gender statistics",0.5,0.5,0,0.5,0,0,1,0.5,0.5,0,3.5
2022,"Western Africa","AFW","Ghana","GHA","Crime & justice",0,0,0,0,0,0,1,0.5,0.5,0,2
2022,"Western Africa","AFW","Ghana","GHA","Poverty & income",1,0.5,0.5,1,0,0.5,1,0.5,0.5,0,5.5
2022,"Western Africa","AFW","Ghana","GHA","National accounts",0.5,0.5,0.5,0,-,0.5,1,0.5,0.5,0,4
2022,"Western Africa","AFW","Ghana","GHA","Labor",1,0.5,0.5,0.5,0,0,1,0,0.5,0,4
2022,"Western Africa","AFW","Ghana","GHA","Price indexes",1,1,1,0.5,-,0,1,0,0.5,0,5.5
2022,"Western Africa","AFW","Ghana","GHA","Government finance",1,1,1,0,-,1,1,0,0.5,0,6
2022,"Western Africa","AFW","Ghana","GHA","Money & banking",1,1,0.5,-,-,1,1,1,0,0,6.5
