STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,DD_DIM,DD_ID,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,CRITERIA,DECIMALS,CONF_STATUS
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CAN,A,PII_31314,PT_SCR_POS_MAX,_T,_T,2022,Not tracking,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ESP,A,PII_31315,PT_SCR_POS_MAX,_T,_T,2022,Not tracking,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SWE,A,PII_31315,PT_SCR_POS_MAX,_T,_T,2022,Not tracking,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CRI,A,PII_31316,PT_SCR_POS_MAX,_T,_T,2022,Not available,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ARG,A,PII_31317,PT_SCR_POS_MAX,_T,_T,2022,Not available,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,DNK,A,PII_31317,PT_SCR_POS_MAX,_T,_T,2022,51,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,LUX,A,PII_31317,PT_SCR_POS_MAX,_T,_T,2022,51,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,POL,A,PII_31317,PT_SCR_POS_MAX,_T,_T,2022,Not available,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,PRT,A,PII_31317,PT_SCR_POS_MAX,_T,_T,2022,40,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ISL,A,PII_3133,PT_SCR_POS_MAX,_T,_T,2022,63,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ITA,A,PII_3133,PT_SCR_POS_MAX,_T,_T,2022,50,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,LVA,A,PII_3133,PT_SCR_POS_MAX,_T,_T,2022,25,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,BRA,A,PII_3134,PT_SCR_POS_MAX,_T,_T,2022,0,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,IRL,A,PII_3134,PT_SCR_POS_MAX,_T,_T,2022,33,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVN,A,PII_3134,PT_SCR_POS_MAX,_T,_T,2022,67,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,TUR,A,PII_3134,PT_SCR_POS_MAX,_T,_T,2022,33,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,USA,A,PII_3134,PT_SCR_POS_MAX,_T,_T,2022,0,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ITA,A,PII_3135,PT_SCR_POS_MAX,_T,_T,2022,0,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,KOR,A,PII_3135,PT_SCR_POS_MAX,_T,_T,2022,33,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,LVA,A,PII_3135,PT_SCR_POS_MAX,_T,_T,2022,100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,FIN,A,PII_3136,PT_SCR_POS_MAX,_T,_T,2022,33,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,IRL,A,PII_3136,PT_SCR_POS_MAX,_T,_T,2022,22,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NLD,A,PII_3136,PT_SCR_POS_MAX,_T,_T,2022,44,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVK,A,PII_3136,PT_SCR_POS_MAX,_T,_T,2022,22,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,USA,A,PII_3136,PT_SCR_POS_MAX,_T,_T,2022,89,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,KOR,A,PII_3137,PT_SCR_POS_MAX,_T,_T,2022,43,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GRC,A,PII_3138,PT_SCR_POS_MAX,_T,_T,2022,67,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ESP,A,PII_3138,PT_SCR_POS_MAX,_T,_T,2022,0,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,TUR,A,PII_3139,PT_SCR_POS_MAX,_T,_T,2022,53,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,BRA,A,PII_13,PO,_T,_T,2020,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,BRA,A,PII_13,PO,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ISL,A,PII_13,PO,_T,_T,2020,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ISL,A,PII_13,PO,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ITA,A,PII_13,PO,_T,_T,2020,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ITA,A,PII_13,PO,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,KOR,A,PII_13,PO,_T,_T,2020,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,KOR,A,PII_13,PO,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CHE,A,PII_13,PO,_T,_T,2020,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CHE,A,PII_13,PO,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,BRA,A,PII_131,PO,_T,_T,2020,5/7,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,BRA,A,PII_131,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SWE,A,PII_131,PO,_T,_T,2020,1/7,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SWE,A,PII_131,PO,_T,_T,2023,1/7,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CHE,A,PII_131,PO,_T,_T,2020,0/7,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CHE,A,PII_131,PO,_T,_T,2023,4/7,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SWE,A,PII_132,PO,_T,_T,2020,0/3,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SWE,A,PII_132,PO,_T,_T,2023,0/3,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SWE,A,PII_133,PO,_T,_T,2020,0/4,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SWE,A,PII_133,PO,_T,_T,2023,0/4,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,POL,A,PII_135,PO,_T,_T,2020,11/15,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,POL,A,PII_135,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVN,A,PII_135,PO,_T,_T,2020,Data not provided,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVN,A,PII_135,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,POL,A,PII_136,PO,_T,_T,2020,58/100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,POL,A,PII_136,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVN,A,PII_136,PO,_T,_T,2020,Data not provided,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVN,A,PII_136,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,USA,A,PII_136,PO,_T,_T,2020,Not tracking,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,USA,A,PII_136,PO,_T,_T,2023,0/100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,POL,A,PII_137,PO,_T,_T,2020,3/4,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,POL,A,PII_137,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVK,A,PII_137,PO,_T,_T,2020,0/4,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVK,A,PII_137,PO,_T,_T,2023,0/4,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVN,A,PII_137,PO,_T,_T,2020,Data not provided,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVN,A,PII_137,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,USA,A,PII_137,PO,_T,_T,2020,0/4,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,USA,A,PII_137,PO,_T,_T,2023,0/4,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,FIN,A,PII_138,PO,_T,_T,2020,0/5,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,FIN,A,PII_138,PO,_T,_T,2023,4/5,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVK,A,PII_138,PO,_T,_T,2020,1/5,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVK,A,PII_138,PO,_T,_T,2023,1/5,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GBR,A,PII_138,PO,_T,_T,2020,0/5,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GBR,A,PII_138,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,USA,A,PII_138,PO,_T,_T,2020,4/5,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,USA,A,PII_138,PO,_T,_T,2023,4/5,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CZE,A,PII_13,PT_SCR_POS_MAX,_T,_T,2020,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CZE,A,PII_13,PT_SCR_POS_MAX,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NZL,A,PII_13,PT_SCR_POS_MAX,_T,_T,2020,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NZL,A,PII_13,PT_SCR_POS_MAX,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GBR,A,PII_13,PT_SCR_POS_MAX,_T,_T,2020,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GBR,A,PII_13,PT_SCR_POS_MAX,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CZE,A,PII_131,PT_SCR_POS_MAX,_T,_T,2020,100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CZE,A,PII_131,PT_SCR_POS_MAX,_T,_T,2023,86,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GBR,A,PII_131,PT_SCR_POS_MAX,_T,_T,2020,86,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GBR,A,PII_131,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CZE,A,PII_132,PT_SCR_POS_MAX,_T,_T,2020,100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CZE,A,PII_132,PT_SCR_POS_MAX,_T,_T,2023,33,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,FIN,A,PII_132,PT_SCR_POS_MAX,_T,_T,2020,0,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,FIN,A,PII_132,PT_SCR_POS_MAX,_T,_T,2023,33,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GBR,A,PII_132,PT_SCR_POS_MAX,_T,_T,2020,67,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GBR,A,PII_132,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ARG,A,PII_134,PT_SCR_POS_MAX,_T,_T,2020,71,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ARG,A,PII_134,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NZL,A,PII_134,PT_SCR_POS_MAX,_T,_T,2020,Data not provided,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NZL,A,PII_134,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,PRT,A,PII_134,PT_SCR_POS_MAX,_T,_T,2020,57,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,PRT,A,PII_134,PT_SCR_POS_MAX,_T,_T,2023,57,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ARG,A,PII_135,PT_SCR_POS_MAX,_T,_T,2020,73,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ARG,A,PII_135,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NZL,A,PII_135,PT_SCR_POS_MAX,_T,_T,2020,Data not provided,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NZL,A,PII_135,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,PRT,A,PII_135,PT_SCR_POS_MAX,_T,_T,2020,20,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,PRT,A,PII_135,PT_SCR_POS_MAX,_T,_T,2023,27,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ARG,A,PII_136,PT_SCR_POS_MAX,_T,_T,2020,23,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ARG,A,PII_136,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,LUX,A,PII_136,PT_SCR_POS_MAX,_T,_T,2020,Data not provided,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,LUX,A,PII_136,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NZL,A,PII_136,PT_SCR_POS_MAX,_T,_T,2020,Data not provided,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NZL,A,PII_136,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,PRT,A,PII_136,PT_SCR_POS_MAX,_T,_T,2020,Not available,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,PRT,A,PII_136,PT_SCR_POS_MAX,_T,_T,2023,Not available,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,FIN,A,PII_310,PO,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GRC,A,PII_310,PO,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,SVK,A,PII_310,PO,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ESP,A,PII_310,PO,_T,_T,2023,,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,FIN,A,PII_3101,PO,_T,_T,2023,9/10,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GRC,A,PII_3101,PO,_T,_T,2023,10/10,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ESP,A,PII_3101,PO,_T,_T,2023,10/10,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ARG,A,PII_31010,PO,_T,_T,2023,56/100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,LUX,A,PII_31010,PO,_T,_T,2023,Not tracking,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,PRT,A,PII_31010,PO,_T,_T,2023,84/100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ARG,A,PII_31011,PO,_T,_T,2023,31/100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,FRA,A,PII_31011,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,HUN,A,PII_31011,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,LUX,A,PII_31011,PO,_T,_T,2023,Not tracking,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,MEX,A,PII_31011,PO,_T,_T,2023,100/100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,PRT,A,PII_31011,PO,_T,_T,2023,56/100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ESP,A,PII_3102,PO,_T,_T,2023,8/10,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NZL,A,PII_3103,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ESP,A,PII_3103,PO,_T,_T,2023,5/5,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NZL,A,PII_3104,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CZE,A,PII_3105,PO,_T,_T,2023,3/9,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,FIN,A,PII_3105,PO,_T,_T,2023,1/9,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,GBR,A,PII_3105,PO,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CAN,A,PII_3107,PO,_T,_T,2023,0/11,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CAN,A,PII_3108,PO,_T,_T,2023,51/100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CRI,A,PII_3108,PO,_T,_T,2023,100/100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CAN,A,PII_3109,PO,_T,_T,2023,21/100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,CRI,A,PII_3109,PO,_T,_T,2023,Not tracking,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,LUX,A,PII_3109,PO,_T,_T,2023,Not tracking,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,BEL,A,PII_3101,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,COL,A,PII_3101,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,FRA,A,PII_3101,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,HUN,A,PII_3101,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,IRL,A,PII_31010,PT_SCR_POS_MAX,_T,_T,2023,97,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,ISR,A,PII_31010,PT_SCR_POS_MAX,_T,_T,2023,Data pending,V,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,LVA,A,PII_31010,PT_SCR_POS_MAX,_T,_T,2023,100,A,0,_T,0,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),I,NLD,A,PII_31010,PT_SCR_POS_MAX,_T,_T,2023,Not tracking,A,0,_T,0,
