STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,MEASURE,UNIT_MEASURE,SECTOR,EDITION,REGULATORY_CATEGORY,CATEGORY,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,PRICE_BASE,BASE_PER
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EST,EPE,IX,_Z,2023,S_SA,REG,2021,0.29,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EST,EPE,IX,_Z,2023,S_TR,REG,2014,0.41,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EST,EPE,IX,_Z,2023,S_TR,REG,2021,0.45,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,P,REG,2014,0.22,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,P,REG,2021,0.41,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,S,REG,2014,0.12,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,S,REG,2021,0.3,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,P_M,REG,2014,0.07,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,P_M,REG,2021,0.09,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,P_O,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,P_O,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,P_SA,REG,2014,0.11,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,P_SA,REG,2021,0.24,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,P_TR,REG,2014,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,P_TR,REG,2021,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,S_M,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,S_M,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,S_O,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,S_O,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,S_SA,REG,2014,0.08,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,S_SA,REG,2021,0.22,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,S_TR,REG,2014,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FIN,EPE,IX,_Z,2023,S_TR,REG,2021,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,P,REG,2014,0.8,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,P,REG,2021,1.56,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,S,REG,2014,0.74,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,S,REG,2021,1.47,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,P_M,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,P_M,REG,2021,0.44,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,P_O,REG,2021,0.13,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,P_O,REG,2017,0.13,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,P_SA,REG,2017,0.56,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,P_SA,REG,2014,0.45,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,P_TR,REG,2017,0.43,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,P_TR,REG,2014,0.22,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,S_M,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,S_M,REG,2021,0.35,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,S_O,REG,2014,0.09,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,S_O,REG,2021,0.13,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,S_SA,REG,2014,0.45,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,S_SA,REG,2021,0.56,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,S_TR,REG,2014,0.21,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,FRA,EPE,IX,_Z,2023,S_TR,REG,2021,0.43,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,P,REG,2014,1.69,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,P,REG,2021,2.26,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,S,REG,2014,1.72,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,S,REG,2021,2.26,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,P_M,REG,2017,0.71,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,P_M,REG,2014,0.61,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,P_O,REG,2014,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,P_O,REG,2021,0.17,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,P_SA,REG,2017,0.81,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,P_SA,REG,2014,0.63,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,P_TR,REG,2014,0.41,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,P_TR,REG,2021,0.66,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,S_M,REG,2017,0.71,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,S_M,REG,2014,0.61,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,S_O,REG,2014,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,S_O,REG,2021,0.17,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,S_SA,REG,2014,0.63,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,S_SA,REG,2021,0.73,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,S_TR,REG,2014,0.45,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,DEU,EPE,IX,_Z,2023,S_TR,REG,2021,0.66,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,P,REG,2017,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,P,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,S,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,S,REG,2021,0.37,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,P_M,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,P_M,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,P_O,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,P_O,REG,2021,0.08,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,P_SA,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,P_SA,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,P_TR,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,P_TR,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,S_M,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,S_M,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,S_O,REG,2017,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,S_O,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,S_SA,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,S_SA,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,S_TR,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GRC,EPE,IX,_Z,2023,S_TR,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,P,REG,2014,0.56,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,P,REG,2021,0.61,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,S,REG,2014,0.56,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,S,REG,2021,0.58,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,P_M,REG,2014,0.37,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,P_M,REG,2021,0.4,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,P_O,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,P_O,REG,2014,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,P_SA,REG,2014,0.15,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,P_SA,REG,2021,0.15,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,P_TR,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,P_TR,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,S_M,REG,2014,0.37,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,S_M,REG,2021,0.37,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,S_O,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,S_O,REG,2014,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,S_SA,REG,2017,0.15,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,S_SA,REG,2014,0.15,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,S_TR,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HUN,EPE,IX,_Z,2023,S_TR,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,P,REG,2014,0.37,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,P,REG,2021,0.41,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,S,REG,2014,0.37,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,S,REG,2021,0.37,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,P_M,REG,2014,0.09,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,P_M,REG,2021,0.13,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,P_O,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,P_O,REG,2014,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,P_SA,REG,2014,0.13,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,P_SA,REG,2021,0.18,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,P_TR,REG,2014,0.1,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,P_TR,REG,2021,0.1,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,S_M,REG,2014,0.09,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,S_M,REG,2021,0.09,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,S_O,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,S_O,REG,2014,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,S_SA,REG,2014,0.13,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,S_SA,REG,2021,0.18,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,S_TR,REG,2014,0.1,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISL,EPE,IX,_Z,2023,S_TR,REG,2021,0.1,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,P,REG,2014,0.43,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,P,REG,2021,0.5,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,S,REG,2014,0.38,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,S,REG,2021,0.52,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,P_M,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,P_M,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,P_O,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,P_O,REG,2021,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,P_SA,REG,2014,0.25,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,P_SA,REG,2021,0.29,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,P_TR,REG,2014,0.18,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,P_TR,REG,2021,0.17,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,S_M,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,S_M,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,S_O,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,S_O,REG,2021,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,S_SA,REG,2014,0.22,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,S_SA,REG,2021,0.32,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,S_TR,REG,2014,0.17,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,IRL,EPE,IX,_Z,2023,S_TR,REG,2021,0.17,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISR,EPE,IX,_Z,2023,P,REG,2014,0.8,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISR,EPE,IX,_Z,2023,P,REG,2021,1.25,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISR,EPE,IX,_Z,2023,S,REG,2014,0.79,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISR,EPE,IX,_Z,2023,S,REG,2021,1.25,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISR,EPE,IX,_Z,2023,P_M,REG,2014,0.43,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ISR,EPE,IX,_Z,2023,P_M,REG,2021,0.51,A,0,_Z,
