Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Reporting Type],[Units]
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","400","Jordan","2015","0","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","400","Jordan","2018","0","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","400","Jordan","2019","0.875","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","400","Jordan","2021","0.775","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","400","Jordan","2022","0.875","2022","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","404","Kenya","2019","0.9","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","410","Republic of Korea","2015","0.95","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","410","Republic of Korea","2016","0.95","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","410","Republic of Korea","2017","0.95","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","410","Republic of Korea","2018","0.95","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","410","Republic of Korea","2019","1","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","410","Republic of Korea","2020","1","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","410","Republic of Korea","2021","1","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","414","Kuwait","2005","0","2005","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","414","Kuwait","2008","0","2008","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","414","Kuwait","2011","0.5","2011","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","414","Kuwait","2012","0.5","2012","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","414","Kuwait","2013","0.5","2013","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","414","Kuwait","2014","0.5","2014","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","414","Kuwait","2015","0.5","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","414","Kuwait","2016","0.5","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","414","Kuwait","2017","0.5","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","417","Kyrgyzstan","2015","0.525","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","417","Kyrgyzstan","2016","0.625","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","417","Kyrgyzstan","2017","0.825","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","417","Kyrgyzstan","2018","0.925","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","417","Kyrgyzstan","2019","0.9","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","418","Lao People's Democratic Republic","2021","0.025","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","422","Lebanon","2012","0.35","2012","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","422","Lebanon","2017","0","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","422","Lebanon","2018","0.225","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","422","Lebanon","2019","0.65","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","430","Liberia","2020","0.975","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","440","Lithuania","2020","0.625","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","440","Lithuania","2021","0.7","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","454","Malawi","2015","0.85","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","454","Malawi","2016","0.825","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","454","Malawi","2017","0.825","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","454","Malawi","2018","0.85","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","454","Malawi","2019","0.925","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","454","Malawi","2020","0.975","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","454","Malawi","2022","0.1","2022","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","458","Malaysia","2015","0.15","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","458","Malaysia","2016","0.2","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","458","Malaysia","2017","0.25","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","458","Malaysia","2018","0.25","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","458","Malaysia","2019","0.5","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","458","Malaysia","2020","0.65","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","458","Malaysia","2021","0.7","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","462","Maldives","2017","0","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","480","Mauritius","2015","0","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","480","Mauritius","2016","0","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","480","Mauritius","2017","0","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","480","Mauritius","2018","0","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","480","Mauritius","2019","0","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","480","Mauritius","2020","0.975","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","480","Mauritius","2021","0.975","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","480","Mauritius","2022","0.975","2022","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","484","Mexico","2015","0.9","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","484","Mexico","2016","0.9","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","484","Mexico","2017","0.9","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","484","Mexico","2018","0.925","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","484","Mexico","2019","0.925","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","484","Mexico","2020","0.925","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","484","Mexico","2021","0.9","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","484","Mexico","2022","0.775","2022","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","492","Monaco","2017","0.6","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","492","Monaco","2018","0.6","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","496","Mongolia","2016","0","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","496","Mongolia","2017","0.675","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","496","Mongolia","2018","0.725","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"1","1.5","1.5.3","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","496","Mongolia","2019","1","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
